Series,N,NF,Category,Starting Year,Starting Quarter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
160,52,8,MACRO       ,1980,1,2745.9,2911.5,2965.7,2986.7,3019.6,3215.9,3300.6,3315.3,3328.8,3541.9,3599.2,3606.4,3547.1,3752.3,3811,3813.4,3759.2,3969,4038.4,4052.7,3983.3,4205.7,4279.4,4284.2,4195.5,4427.4,4489.5,4507.1,4363.9,4602.3,4704.3,4716.5,4600.8,4859.6,4951.1,4999.9,4862.8,5169.1,5258.7,5272.4,5176.9,5484.7,5587.8,5599.2,5565.2,5901.5,6001.3,6049.3,5965.2,6362.8,6432.7,6496.8,,,,,,,,,,,,,,,,,,,,
161,52,8,MACRO       ,1980,1,3233.7,3097.3,3216.8,3729.6,3447.7,3384.3,3494.7,3904.2,3605.2,3674.6,3751.1,4039.5,3885.9,3906.1,3965,4411.6,4325.1,4349.2,4426.1,4915,4506.9,4497.4,4546.5,5122,4471.3,4560.6,4581.6,5186.2,4719.8,4784.1,4778.6,5494.8,4966.8,5188.2,5135.4,5690.4,5293.5,5673.8,5568.9,6094.2,5712.7,5858.7,5814.6,6616.6,5765.6,6267.9,6131.1,6910.9,6474.7,6553.4,6408.3,7252.5,,,,,,,,,,,,,,,,,,,,
162,52,8,MACRO       ,1980,1,2298.3,2424.67,2584.65,2639.42,2452.02,2537.49,2726.36,2843.85,2615.11,2778.08,2918.75,3023.41,2733.07,2933.31,3089.19,3256.6,2968.74,3101.7,3277.21,3420.1,3097.55,3286.21,3491.96,3608.53,3259.04,3492.27,3665.64,3808.02,3397.47,3644.83,3812.8,3958.78,3602.73,3845.49,4022.27,4195.29,3867.28,4142.62,4217.79,4487.61,4089.69,4431.36,4629.82,4832.81,4329.55,4644.97,5024.15,5148.82,4619.4,5036.83,5300.1,5330.09,,,,,,,,,,,,,,,,,,,,
163,47,8,FINANCE     ,1983,3,4189.34,4254,4315.34,4406,4195.34,4285.34,4082.66,4326,4100,4090,3264.66,3254.66,3024,2887.34,2886.66,3029.34,3057.34,3045.34,2882.66,2754,2719.34,2741.34,2732.66,2976.66,3082,2998.66,2998.66,3026,3048,3062.66,3740,3739.34,3688,3048,3334,3008.66,3018.66,2940,2768,2806.66,2285.34,2097.34,2032.66,2026,2426.66,2178,2226.66,,,,,,,,,,,,,,,,,,,,,,,,,
164,44,8,FINANCE     ,1984,4,8358.35,8656.65,9076.65,9001.65,8683.35,9325,7950,7908.35,7863.35,8216.65,8375,8176.65,7940,7151.65,6563.35,6481.65,6711.65,6640,6565,6205,6145,6056.65,6146.65,6338.35,6385,5846.65,5080,4771.65,4293.35,4336.65,4141.65,3638.35,3616.65,3735,3566.65,3151.65,2926.65,2783.35,3523.35,4175,4473.35,4358.35,3891.65,3951.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,39,8,FINANCE     ,1986,1,4780,3453.34,3546.66,4106.66,5260,4800,2800,3113.34,3260,3046.66,2953.34,3546.66,3186.66,2173.34,1953.34,3006.66,3295.34,2910.66,2965.34,2896,2696.66,2574.66,2553.34,3774,2616,2440,2222.66,2156,2342.66,2330.66,1888.66,1870,1900.66,2027.34,2284.66,3200.66,3211.34,2752,2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,52,8,FINANCE     ,1982,4,4780,4780,4940,4875,4970,5375,6125,5720,4375,4530,3970,4030,4065,3750,3500,3065,3375,3250,3595,3845,4000,3470,3905,4345,4655,5220,4655,4625,4190,4250,4190,4190,3875,3190,3125,2845,2190,2190,2000,1690,1750,1625,1690,1595,1690,1970,2345,2750,3250,3125,3030,2970,,,,,,,,,,,,,,,,,,,,
167,52,8,FINANCE     ,1976,1,2820,2360,2900,3980,3820,6280,5220,4440,1220,1840,1860,340,180,2666.66,3233.34,1933.34,2546.66,7280,5046.66,3453.34,4626.66,5800,5233.34,7813.34,5113.34,2266.66,1680,1520,2866.66,5586.66,3946.66,2346.66,5500,5940,7818.66,7466.66,8313.34,9133.34,7020,5546.66,7753.34,8580,5353.34,3673.34,5033.34,6393.34,5206.66,3446.66,1286.66,4080,4893.34,7493.34,,,,,,,,,,,,,,,,,,,,
168,50,8,FINANCE     ,1980,1,5933.35,6050,6083.35,6266.65,7598.35,7643.35,6720,6743.35,6485,6965,7265,5868.35,4883.35,5500,5403.35,5920,5368.35,5415,6736.65,6013.35,6263.35,7396.65,7565,6471.65,5821.65,5471.65,4666.65,4340,5473.35,4271.65,4273.35,4303.35,4621.65,5140,5170,5230,5306.65,5783.35,6053.35,5896.65,6820,6416.65,6285,7373.35,6465,5821.65,5198.35,6135,6230,5955,,,,,,,,,,,,,,,,,,,,,,
169,67,8,FINANCE     ,1978,4,5500,5971.67,5873.33,6668.33,7435,8018.33,8010,7301.67,6996.67,6078.33,5795,6776.67,7411.67,6685,6283.33,5305,4663.33,5291.67,4820,4645,4425,4358.33,4343.33,5200,4696.67,6030,5960,5568.33,5551.67,5833.33,4835,4741.67,5320,5026.67,4403.33,4718.33,4345,4246.67,3958.33,5376.67,5981.67,6208.33,6433.33,6226.67,7235,7236.67,7233.33,7150,6541.67,6415,5443.33,5063.33,4990,4971.67,4801.67,4706.67,3390,2705,2638.33,2561.67,2451.67,2415,2428.33,2736.67,2845,3068.33,3218.33,,,,,
170,52,8,FINANCE     ,1982,4,3966.67,4040,4210,4593.33,4396.67,4566.67,4921.67,5171.67,4486.67,4091.67,3761.67,3551.67,3566.67,3443.33,3065,2766.67,2670,2766.67,2866.67,3016.67,3001.67,2880,3115,3496.67,3851.67,4266.67,4220,3925,3816.67,3878.33,3883.33,3746.67,3511.67,3026.67,2796.67,2703.33,2291.67,1955,1861.67,1565,1538.33,1496.67,1491.67,1510,1540,1625,2018.33,2255,2641.67,2890,2811.67,2690,,,,,,,,,,,,,,,,,,,,
171,37,8,FINANCE     ,1984,2,5906.65,6058.35,6000,5943.35,6196.65,6120,4945,5041.65,6045,6043.35,5866.65,6516.65,9266.65,8883.35,7466.65,6116.65,5383.35,5250,5845,6618.35,7050,7531.65,7583.35,7483.35,7330,7333.35,7370,7205,6568.35,6325,6305,6280,6153.35,6450,7130,7466.65,6585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,70,8,FINANCE     ,1972,4,2051.65,2075,2166.65,2576.65,3148.35,3483.35,3598.35,4128.35,3830,4228.35,5010,5050,4696.65,3383.35,3713.35,3740,3348.35,3536.65,4148.35,4763.35,4540,4186.65,4331.65,4545,4373.35,3688.35,3936.65,4411.65,4146.65,4228.35,5010,5050,4696.65,5180,6136.65,6560,6270,6918.35,7888.35,6893.35,6095,5063.35,5420,4855,3655,4498.35,6351.65,5425,5395,5878.35,7391.65,7616.65,8513.35,8870,6761.65,7830,8040,8015,6825,5935,5340,5135,5558.35,6176.65,6928.35,7690,8395,8530,8885,8438.35,,
173,58,8,FINANCE     ,1981,1,1438,1710,2208.66,2485.34,3036.66,3183.34,3262,2990.66,2222,2344.66,2946,3243.34,3550,3550,4150,4216.66,4350,3834,3192.66,2674.66,2409.34,2210,1967.34,1756.66,1739.34,1733.34,1738.66,1760,1968.66,2270,2507.34,2878.66,3102.66,3354,3428,3584,3596.66,3598.66,3530.66,3510.66,3424,3344,3328.66,3250,3158.66,2898,2550,2410,2306,2301.34,2337.34,2104.66,2029.34,2128,2156.66,2429.34,2573.34,2699.34,,,,,,,,,,,,,,
174,53,8,FINANCE     ,1982,2,8756.67,8193.33,6680,5690,4700,5265,5770,5976.67,6446.67,6655,7196.67,6680,6488.33,5470,5810,6107.67,4773.33,4963.33,4905,4760,4066,4091.33,4471,4013.33,3700,5123.33,5523.33,6573.33,7063.33,7476.67,8736.67,8366.67,8326.67,8323.33,9093.33,9106.67,8853.33,9196.67,9243.33,9520,9520,9656.67,8700,8243.33,7443.33,7023.33,6176.67,5483.33,5170,4750,4733.33,4750,4403.33,,,,,,,,,,,,,,,,,,,
175,71,8,FINANCE     ,1977,4,2892,2816,2760,2686.66,2694,2744,2784.66,2820.66,2894,3025.34,3135.34,3304,3419.34,3520,4172,4437.34,4320,4202,4224.66,4179.34,4110,3816.66,3568,3550,3480.66,3195.34,3028,2881.34,2855.34,2494,2665.34,2649.34,2594,2547.34,2128.66,1932.66,1810.66,1740.66,1834.66,2094,2077.34,2054,2012,2038.66,2023.34,2013.34,2128,2166,2272,2318,2311.34,2297.34,2280.66,2237.34,2638.66,2652.6,2577.66,2524.46,2558.26,2763.74,2767.4,2631.96,2502.64,2059.68,1853.18,1826.68,1958.04,2273.58,2393.4,2546.32,2539.28,
176,52,8,FINANCE     ,1982,4,6240,4823.33,5110,5503.33,5700,5856.67,5703.33,5870,5700,6383.33,6906.67,6110,5816.67,5800,6093.33,5686.67,5740,5616.67,5206.67,4970,4850,4050,3696.67,4950,5236.67,6020,6600,7123.33,8226.67,8466.67,8096.67,8056.67,8540,8950,8943.33,8903.33,9236.67,9456.67,9366.67,9493.33,8763.33,8250,7410,6650,6083.33,5516.67,5183.33,4870,5000,4936.67,4283.33,3990,,,,,,,,,,,,,,,,,,,,
177,50,8,FINANCE     ,1983,1,4663.33,4590,4628.33,4738.33,5013.33,5665,6146.67,5293.33,5195,4768.33,4460,4436.67,5381.67,4273.33,4156.67,4130,3553.33,4093.33,4551.67,4093.33,4203.33,4496.67,4933.33,5331.67,5821.67,6103.33,6083.33,6100,6460,6800,6383.33,5973.33,4978.33,4450,4255,3770,3588.33,3066.67,2893.33,3623.33,2918.33,2456.67,2258.33,2055,2145,3138.33,2738.33,3056.67,3994.5,3671.67,,,,,,,,,,,,,,,,,,,,,,
178,57,8,FINANCE     ,1979,4,5218.33,5788.33,5820,5766.67,5978.33,6331.67,6703.33,6725,6736.67,6890,6618.33,6418.33,6125,6335,5145,4475,4810,6208.33,5875,5700,5416.67,5341.67,4620,4493.33,4416.67,4875,3991.67,3675,3640,3875,3521.67,3253.33,3355,3146.67,3038.33,3451.67,3588.33,3845,4041.67,4135,4873.33,5180,4908.33,4585,4561.67,4780,4485,4523.33,4678.33,4770,4750,4793.33,4398.33,4341.67,3721.67,4770,4200,,,,,,,,,,,,,,,
179,48,8,DEMOGRAPHIC  ,1982,1,3570,3610,3695,3740,3800,3845,3910,3955,4025,4055,4110,4160,4215,4245,4310,4340,4385,4415,4465,4495,4535,4565,4615,4655,4720,4770,4835,4885,4945,5000,5080,5130,5215,5270,5345,5380,5455,5510,5575,5610,5675,5710,5770,5805,5875,5915,5975,6010,,,,,,,,,,,,,,,,,,,,,,,,
180,48,8,DEMOGRAPHIC  ,1982,1,3470,3510,3610,3645,3705,3745,3835,3875,3940,3980,4040,4090,4150,4180,4260,4290,4340,4375,4435,4460,4515,4540,4600,4635,4700,4750,4820,4880,4950,5000,5100,5145,5230,5290,5375,5415,5490,5540,5605,5640,5695,5730,5790,5830,5895,5930,5995,6030,,,,,,,,,,,,,,,,,,,,,,,,
181,48,8,DEMOGRAPHIC  ,1982,1,3740,3790,3865,3910,3975,4020,4060,4100,4165,4195,4230,4280,4325,4355,4400,4420,4465,4485,4520,4545,4570,4605,4645,4690,4765,4820,4855,4890,4940,5000,5055,5100,5180,5240,5290,5325,5400,5460,5515,5555,5630,5675,5720,5760,5835,5890,5940,5970,,,,,,,,,,,,,,,,,,,,,,,,
182,48,8,DEMOGRAPHIC  ,1982,1,3695,3735,3810,3845,3920,3955,4005,4040,4110,4150,4195,4250,4315,4340,4375,4390,4450,4485,4505,4535,4555,4580,4625,4670,4765,4810,4845,4880,4945,5000,5055,5100,5200,5265,5320,5360,5430,5500,5560,5610,5700,5735,5785,5825,5930,5985,6030,6065,,,,,,,,,,,,,,,,,,,,,,,,
183,48,8,DEMOGRAPHIC  ,1982,1,3540,3570,3685,3710,3775,3800,3895,3935,3965,3995,4095,4140,4185,4190,4330,4350,4405,4435,4530,4550,4630,4645,4695,4735,4790,4820,4905,4920,4970,5000,5105,5140,5215,5230,5325,5365,5455,5475,5530,5545,5595,5620,5655,5680,5720,5745,5795,5830,,,,,,,,,,,,,,,,,,,,,,,,
184,70,8,DEMOGRAPHIC  ,1978,2,3949.54,3988.48,4029.7,4068.03,4097.58,4118.75,4133.96,4152.89,4127.06,4107.47,4139.3,4162.67,4168.04,4172.02,4159.21,4131.88,4108.1,4075.24,4053.06,4059.79,4091.29,4133.69,4192.15,4248.03,4294.38,4336.42,4376.45,4408.38,4437.85,4462.89,4491.38,4511.16,4524.65,4545.52,4577.23,4605.83,4640.45,4671.73,4717.4,4753.46,4791.31,4823.83,4861.17,4902.27,4923.42,4936.71,4958.83,4993.39,5013.96,5006.83,4986.63,4960.88,4942.59,4941.16,4943.31,4939.12,4954.52,4964,4977.64,5001.25,5026.23,5043.99,5066.98,5116.85,5163.4,5205.13,5245.02,5304.31,5317.56,5336.83,,
185,69,8,DEMOGRAPHIC  ,1961,1,4790.92,4795.33,4822.62,4797.52,4822.17,4843.08,4850.79,4827.02,4796.65,4854.96,4870.81,4891.06,4881.38,4921.43,4956.21,4962.81,4949.38,4977.99,4992.73,5009.02,4990.98,5014.96,5022.23,5028.83,4894.36,4918.13,4936.4,4899.87,4862.89,4882.69,4895.46,4883.8,4855.4,4874.33,4880.94,4861.79,4851.44,4840.22,4842.42,4827.02,4749.77,4866.63,4734.37,4726.44,4753.51,4867.29,4793.35,4822.4,4865.09,4987.67,4900.96,4904.71,4889.52,5015.63,4938.81,4924.73,4871.48,4998.24,4891.06,4876.54,4824.15,4960.6,4960.6,4968.75,4973.15,4866.85,4869.94,4871.25,4887.54,,,
186,71,8,DEMOGRAPHIC  ,1977,4,4711.25,4638.52,4680.18,4780.85,4732.94,4656.79,4718.14,4806.58,4760.37,4678.7,4734.53,4843.22,4788.02,4710,4766.51,4860.58,4774.31,4664.64,4721.72,4800.6,4704.42,4601.19,4650.7,4755.87,4667.94,4584,4666.35,4791.04,4701.01,4603.35,4694.29,4822.57,4725.65,4643.76,4736.06,4858.13,4748.24,4652.01,4749.1,4866.33,4753.65,4688.38,4778.12,4906.51,4819.95,4775.96,4858.87,4998.47,4913.34,4878.17,4967.91,5113.65,5040.36,4996.94,5089.3,5242.33,5140.46,5106.48,5207.1,5342.94,5211.77,5128.62,5210.17,5327.04,5196.34,5139.95,5231.17,5357.85,5241.19,5161.86,5238.74,
187,72,8,DEMOGRAPHIC  ,1976,1,5312.97,5449.88,5348.53,5200.95,5483.67,5295.19,5247.18,5213.4,5227.62,5213.4,5252.51,5318.3,5213.4,5320.08,5337.86,5405.43,5362.76,5209.84,5147.6,4895.12,4829.33,4733.31,4939.57,4724.42,4831.1,4854.22,4847.11,4589.28,4875.56,4852.44,4857.77,4836.44,5168.94,5129.82,5200.95,5309.41,5177.83,5307.63,5544.12,5583.24,5691.71,5574.35,5512.12,5462.33,5241.85,5364.53,5264.96,5186.72,5142.7,5115.43,5071.81,5080.9,5006.36,4973.64,5059.08,5144.52,4990,5006.36,5059.08,4944.56,4904.56,4886.38,4835.48,4739.14,4740.96,4782.77,4795.49,4615.52,4515.54,4344.67,4455.55,4384.66
188,70,8,DEMOGRAPHIC  ,1975,2,5337.8,5290.1,5229.5,5161.1,5173.33,5218.62,5220.78,5130.06,5132.18,5171.98,5160.38,5108.27,5093.34,5131.39,5132.18,5092.71,5097.84,5158.15,5178.86,5158.94,5158.38,5192.33,5158.98,5085.7,5049.63,5060.49,5012.48,4924.56,4886.64,4880.77,4807,4697.55,4659.28,4675.25,4660.22,4604.79,4597.17,4642.93,4649.16,4628.54,4648.94,4724.63,4733.24,4719.16,4741.72,4805.78,4791.44,4749.36,4744.68,4782.75,4759.95,4718.35,4725.44,4778.66,4768.56,4804.09,4830.63,4910.46,4918.78,4934.74,4964.65,5045.9,5054.71,5056.17,5063.73,5091.18,5068.58,5013.33,4975.49,4960.51,,
189,72,8,DEMOGRAPHIC  ,1977,2,4710.98,4887.6,4891.88,4803.04,4836.23,5066.37,4989.29,4916.5,5077.07,5215.15,5027.83,4998.93,5077.07,5285.81,5103.83,5062.08,5133.81,5373.58,5124.17,5077.07,5092.06,5371.44,5173.41,5013.92,5089.92,5257.98,5111.33,5059.94,5094.2,5269.75,5123.1,4914.37,5005.35,5282.6,5103.83,4933.63,5071.72,5208.73,5112.4,4874.76,4902.59,5209.81,5074.93,4868.33,5006.42,5259.04,5134.88,4922.93,5078.14,5214.08,5102.76,4953.97,4997.86,5107.04,4941.13,4661.75,4683.15,4816.96,4606.08,4417.69,4468,4591.1,4359.88,4152.21,4195.04,4313.85,4116.89,3945.62,4043.03,4229.29,4064.44,3917.79
190,44,8,DEMOGRAPHIC  ,1983,2,5229.29,5247.52,5179.78,5099.01,5083.38,5085.98,5059.93,4932.26,4921.83,4929.65,4908.81,4838.46,4861.91,4906.2,4835.85,4773.32,4783.74,4786.35,4710.79,4643.04,4645.65,4755.08,4760.29,4752.48,4799.38,4934.86,4981.76,4934.86,5002.6,5091.19,5085.98,5018.24,5046.9,5096.4,5075.56,4958.31,4986.97,5046.9,5028.66,4945.28,4989.58,5036.48,5062.53,5070.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,70,8,DEMOGRAPHIC  ,1978,2,5234.31,5330.91,5237.91,5207.91,5489.02,5576.02,5375.92,5412.22,5750.93,5816.63,5609.33,5602.12,5798.63,5927.34,5579.62,5507.32,5659.43,5564.02,5500.72,5409.82,5508.22,5596.72,5289.21,5315.01,5475.22,5514.22,5292.21,5265.21,5535.22,5457.82,5222.91,5299.41,5465.92,5303.91,5135.6,5053.7,5202.81,5276.91,4961.9,4964.3,5013.8,5074.1,4862.29,4883,5142.81,5235.51,4944.8,4902.5,5117.6,5140.71,4839.19,4603.68,4702.69,4570.38,4201.37,4044.46,4155.77,4187.57,3920.26,3749.25,3897.76,3937.36,3658.65,3616.34,3850.65,4048.36,3825.45,3845.85,4209.77,4216.97,,
192,71,8,DEMOGRAPHIC  ,1977,4,4934.81,4892.28,4844.19,4827.89,4802.05,4762.31,4728.52,4724.54,4698.71,4629.15,4526.6,4508.31,4467.77,4416.89,4379.13,4375.95,4344.94,4330.24,4330.24,4323.08,4319.11,4271.01,4294.46,4300.03,4283.33,4274.98,4242.39,4246.76,4197.87,4188.33,4179.59,4214.17,4224.9,4353.77,4396.38,4442.88,4473.13,4479.61,4515.66,4592.02,4621,4628.11,4653.99,4710.59,4737.9,4771.33,4846.97,4939.51,4932.11,4961.43,4991.26,5031.01,5016.3,5000.3,5017.15,5038.96,4992.01,4948.32,4951.79,4933.78,4827.86,4722.85,4717.22,4720.97,4659.94,4624.89,4661.74,4685.19,4678.44,4714.21,4780.59,
193,72,8,DEMOGRAPHIC  ,1977,4,5200.8,5169.56,5187.88,4975,4990.83,5008.75,5098.31,5117.9,5120.4,5192.47,5269.12,5165.81,5144.15,5178.31,5277.46,5149.14,5263.71,5194.55,5203.71,4983.75,4842.52,4773.37,4786.29,4715.88,4778.79,4707.96,4782.54,4755.04,4829.61,4809.62,4736.71,4621.73,4750.88,4802.12,4774.62,4693.8,4702.13,4749.21,4790.87,4807.53,4949.17,4903.35,4911.68,5015.83,5053.33,5069.99,5167.47,5149.14,5144.15,5037.08,5012.5,5000.83,4949.59,4819.62,4683.38,4612.15,4674.64,4614.65,4622.98,4608.4,4755.46,4436.76,4449.26,4379.69,4528.83,4533.41,4590.07,4663.81,4642.56,4669.64,4612.98,4654.64
194,70,8,DEMOGRAPHIC  ,1964,2,4648.43,4789.8,4718.41,4718.41,4889.18,5041.75,5034.75,5033.35,5195.71,5292.29,5216.71,5124.33,5169.12,5269.9,5127.13,4994.16,5114.53,5219.51,5178.92,5143.92,5300.69,5321.69,5268.5,5146.72,5185.92,5209.71,5079.54,4989.96,5132.73,5192.92,5114.53,5045.94,5204.11,5285.29,5247.5,5243.3,5461.66,5556.84,5552.64,5523.25,5694.01,5710.81,5540.04,5254.5,5374.88,5325.89,5264.3,5281.1,5442.06,5456.06,5328.69,5191.52,5359.48,5394.47,5269.9,5191.52,5373.48,5461.66,5411.27,5370.68,5554.04,5638.02,5514.85,5391.67,5450.46,5444.86,5379.08,5374.88,5611.43,5530.24,,
195,61,8,DEMOGRAPHIC  ,1980,2,5861.42,5822.49,5775.31,5721.98,5662.8,5620.11,5613.01,5611.97,5617.81,5599.55,5581.7,5543.81,5503.84,5478.48,5445.7,5404.89,5357.51,5324.84,5289.46,5247.39,5211.17,5181.85,5165.35,5142.6,5123.71,5092.19,5056.39,5026.43,5003.47,4972.26,4942.31,4935.31,4929.89,4928.74,4929.78,4949.09,4965.27,4976.02,4992.93,5001.9,5008.69,4996.9,4992.51,4960.47,4919.35,4893.98,4858.18,4826.35,4796.39,4778.75,4690.98,4641.4,4548.92,4501.64,4466.15,4442.98,4444.76,4443.71,4446.22,4456.13,4476.07,,,,,,,,,,,
196,37,8,DEMOGRAPHIC  ,1986,2,5031.69,4957.74,4947.17,4893.47,4866.17,4964.78,4887.3,4855.61,4904.91,4988.55,4959.5,4882.9,4863.53,4975.35,4979.75,4993.84,5035.22,4967.42,5003.52,5059.87,5042.26,5069.56,4995.6,4935.73,5007.04,4937.49,4941.01,4902.27,4844.16,4882.9,4806.3,4719.14,4743.79,4826.55,4740.27,4623.17,4652.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,70,8,DEMOGRAPHIC  ,1972,4,4996.87,4975.01,5193.88,5251.17,5208.88,5178.15,5404.74,5451.41,5404.65,5334.91,5465.19,5416.2,5316.4,5229.48,5314.99,5305.49,5240.44,5162.58,5251.12,5248.53,5144.35,5042.02,5152.58,5189.79,5147.36,5085.43,5205.38,5199.73,5205.23,5153.3,5244.99,5242.9,5222.23,5137.36,5224.25,5178.86,5190.47,5127.57,5137.62,5129.79,5107.1,4983.37,5031.07,5015.48,5015.9,4870.13,4967.31,4985.85,4977.52,4909.01,5010.46,5041.36,5039.16,4996.19,5104.63,5148.75,5149.87,4971.1,5228.98,5172.46,5267.07,5199.6,5383.03,5427.83,5417.03,5363.81,5514.9,5551.03,5573.42,5556.07,,
198,54,8,DEMOGRAPHIC  ,1980,2,6093.55,6065.65,6054.03,5993.06,5983.23,5943.71,5910.81,5811.29,5825.81,5743.55,5658.06,5458.06,5459.68,5391.94,5327.42,5303.23,5345.16,5393.55,5404.84,5330.65,5369.35,6000,6080.65,6016.13,6000,5903.23,5870.97,5935.48,5661.29,5580.65,5532.26,5467.74,5532.26,5532.26,5225.81,5145.16,5209.68,5129.03,5016.13,4951.61,5080.65,5000,4967.74,4822.58,4774.19,4790.32,4612.9,4580.65,4645.16,4903.23,4935.48,4629.03,4677.42,4806.45,,,,,,,,,,,,,,,,,,
199,52,8,DEMOGRAPHIC  ,1977,4,5386.09,5316.12,5331.11,5344.44,5254.48,5281.13,5341.11,5367.76,5359.43,5337.78,5399.42,5382.76,5259.48,5194.5,5161.18,5172.84,5016.24,4954.6,5002.92,4987.92,4904.62,4894.63,4956.27,5002.92,4919.62,4909.62,4972.93,5096.21,5027.9,5024.57,5076.22,5169.51,5101.21,5089.55,5142.86,5237.82,5119.53,5006.25,5036.23,5131.19,5079.55,5027.9,5087.88,5136.19,5091.21,5074.55,5136.19,5166.18,5119.53,5029.57,4997.92,5069.56,,,,,,,,,,,,,,,,,,,,
200,48,8,DEMOGRAPHIC  ,1964,1,985,1740,1800,3340,3150,2765,3930,1780,3675,6035,13420,2760,4075,6625,5880,3650,7255,6230,8820,3110,2035,11670,17130,7925,1940,10890,10415,9460,3110,3375,5365,3620,3675,20245,11385,4715,2830,7375,12855,5790,5650,20375,14200,8190,6475,10545,20255,20125,,,,,,,,,,,,,,,,,,,,,,,,
201,48,8,DEMOGRAPHIC  ,1964,1,5920,5980,6045,6080,6210,6235,6225,6220,6270,6285,6310,6340,6415,6430,6420,6470,6535,6550,6570,6610,6670,6715,6755,6805,6875,6900,6870,6920,6970,6815,6470,6485,6440,6390,6345,6405,6450,6440,6520,6615,6650,6670,6530,6315,6110,6045,6005,6020,,,,,,,,,,,,,,,,,,,,,,,,
202,48,8,DEMOGRAPHIC  ,1964,1,3550,2545,2000,2150,2592.05,2080,1885,2495,3375,2870,2700,3085,3825,3310,2975,3255,4080,3325,2720,3160,3730,2835,2260,2900,3210,2495,2425,3140,3835,3245,3165,4475,5720,4820,4750,5500,5400,4045,3445,3930,5020,3890,5360,10130,14670,12660,12430,14025,,,,,,,,,,,,,,,,,,,,,,,,
